STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
415227,MOUNT WILLIAM CREEK @ LAKE LONSDALE (HEAD GAUGE),LAKE LONSDALE (HG),0,AHD,1026,54,641094.31599999999,5900583.9610000001,AMG84,-37.030225000000002,142.586322,WGS84,1,0,1,N,n,1,1899-02-01,,415
415228,MACKENZIE RIVER @ WARTOOK RESERVOIR (HEAD GAUGE),WARTOOK RES (HG),,,,54,627481.68000000005,5893782.4280000003,AMG66,-37.093463999999997,142.43447499999999,WGS84,1,0,1,N,N,1,1887-01-01,,415
415229,FYANS CREEK @ LAKE BELLFIELD (HEAD GAUGE),LAKE BELLFIELD (HG),,,,54,637370.21699999995,5884717.4129999997,UTM,-37.173749999999998,142.547372,WGS84,1,0,1,N,N,1,1965-05-01,,415
415237,CONCONGELLA CREEK @ STAWELL,CONCONGELLA @STAWELL,198.911,AHD,239,54,662048,5900706,UTM,-37.025742899999997,142.8217764,WGS84,9,207,9,Y,N,1,1976-02-17,,415
415238,WATTLE CREEK @ NAVARRE,WATTLE @ NAVARRE,0,ARB,141,54,687690,5913868,UTM,-36.902400700000001,143.1066127,WGS84,9,0,1,Y,N,1,1976-03-03,,415
415239,WIMMERA RIVER @ DRUNG DRUNG,WIMMERA @DRUNG DRUNG,128.857,AHD,0,54,618659,5935300,UTM,-36.720462900000001,142.32871836000001,,1,0,not,Y,N,1,1978-08-08,,415
415241,YARRIAMBIACK CREEK @ MURTOA (WIMMERA HIGHWAY),YARRIAMBIACK @MURTOA,130.875,AHD,0,54,622750.83400000003,5946260.8710000003,MGA94,-36.621160000000003,142.37277,WGS84,1,0,1,Y,N,1,1978-07-06,,415
415244,SHEPHERDS CREEK @ WARRAK,SHEPHERDS C @ WARRAK,0,ARB,6,54,693864,5874762,UTM,-37.253408489999998,143.18595830000001,WGS84,9,0,1,Y,N,1,1983-09-07,,415
415245,MOUNT COLE CREEK @ CROWLANDS,MT COLE @ CROWLANDS,0,ARB,144,54,685889,5884771,UTM,-37.164872799999998,143.09359689999999,WGS84,9,0,1,Y,N,1,1985-04-29,,415
415246,WIMMERA RIVER @ LOCHIEL RAILWAY BRIDGE,WIMMERA @ LOCHIEL,0,ARB,0,54,587370,5970298,UTM,-36.408395300000002,141.9744346,WGS84,9,0,1,Y,Y,1,1987-02-27,,415
415247,WIMMERA RIVER @ TARRANYURK,WIMMERA @ TARRANYURK,0,ARB,0,54,589795,5992934,UTM,-36.204129010000003,141.99887100000001,WGS84,9,0,1,Y,N,1,1987-02-26,,415
415250,FYANS CREEK @ FYANS CREEK,FYANS @ FYANS,0,ARB,145,54,638554.40899999999,5892046.9330000002,UTM,-37.107529999999997,142.55934999999999,WGS84,9,0,1,Y,N,1,1988-08-09,,415
415251,MACKENZIE RIVER @ MCKENZIE CREEK,MACKENZIE @ MCKENZIE,0,ARB,351,54,605199,5925738,UTM,-36.808230680000001,142.17934600000001,WGS84,9,0,1,Y,Y,1,1988-08-24,,415
415252,MOUNT WILLIAM CREEK @ MOKEPILLY,MT WILLIAM MOKEPILLY,0,ARB,628,54,644542,5893169,UTM,-37.096514259999999,142.62649640000001,WGS84,9,0,1,Y,N,1,1980-09-20,,415
415256,WIMMERA RIVER @ U/S OF DIMBOOLA,WIMMERA U/S DIMBOOLA,0,,0,54,590370,5953407,UTM,-36.560369369999997,142.00986309000001,WGS84,9,0,1,Y,N,1,1989-04-19,,415
415257,RICHARDSON RIVER @ DONALD,RICHARDSON @ DONALD,0,ARB,1831,54,677870,5966690,UTM,-36.428406340000002,142.98419749999999,WGS84,9,0,1,Y,Y,1,1989-05-03,,415
415259,RICHARDSON RIVER @ BANYENA,RICHARDSON @ BANYENA,0,ARB,1786,54,663334,5951116,UTM,-36.571321470000001,142.82541330000001,WGS84,9,0,1,N,Y,1,1993-05-25,,415
415260,RICHARDSON RIVER @ U/S RICHAVON WEIR,RICHARDSON @ U/S WEI,0,,0,54,668460,5958440,UTM,-36.504439779999998,142.88107400000001,WGS84,9,0,1,Y,N,1,1993-06-17,,415
415261,WIMMERA RIVER @ QUANTONG,WIMMERA R @ QUANTONG,110.01000000000001,AHD,0,54,589574,5934219,UTM,-36.733396409999997,142.00321005000001,WGS84,9,0,1,Y,N,1,1993-01-29,,415
415273,NORTON CREEK @ LOWER NORTON,NORTON @ LWR NORTON,0,ARB,0,54,595838.69799999997,5928906.1529999999,ANG,-36.780670000000001,142.07402999999999,WGS84,1,0,1,Y,N,1,2008-01-11,,415
415275,FRANKS GULLY CREEK @ LANDSBOROUGH RES. H.G.,LANDSBOROUGH RES HG,,,,54,690274,5899735,AMG84,-37.029195369999997,143.13915779999999,WGS84,,282,,N,N,1,2009-06-16,,415
415600,LAKE HINDMARSH @ JEPARIT,LAKE HINDMARSH,73.75,AHD,0,54,585903,6001127,UTM,-36.130627480000001,141.9546861,WGS84,9,80,9,Y,N,1,1960-04-02,,415
415601,LAKE ALBACUTYA @ RAINBOW,LAKE ALBACUTYA,0,ARB,0,54,586095,6037447,UTM,-35.803196309999997,141.95287709999999,WGS84,9,0,1,Y,N,1,1899-12-30,,415
415602,LAKE NATIMUK @ HORSHAM,LAKE NATIMUK,0,ARB,0,54,584026,5936251,UTM,-36.7155883,141.94085799999999,WGS84,9,0,1,Y,N,1,1899-12-30,,415
415604,LAKE BULOKE @ DONALD,LAKE BULOKE,0,,0,54,678371.30000000005,5980454.0999999996,MGA94,-36.304299999999998,142.98662999999999,GDA94,1,0,1,Y,N,1,1899-12-30,,415
415608,TAYLORS LAKE,Taylors Lake,0,,0,54,623083,5930331,UTM,-36.764681150000001,142.37904570000001,WGS84,9,0,1,N,N,1,1992-01-22,,415
415610,LAKE FYANS,LAKE FYANS,0,,0,54,643052,5888945,UTM,-37.134804010000003,142.61054200000001,WGS84,9,0,1,N,N,1,1992-01-22,,415
415612,GREEN LAKE (NEAR HORSHAM),Green Lake,,,,54,615133,5927923,UTM,-36.787382139999998,142.29035730000001,WGS84,9,0,1,N,N,1,1992-01-22,,415
415620,LAKE TOOLONDO HG @ LAKE TOOLONDO,TOOLONDO HG,,,,0,0,0,,0,0,,,0,NOT,Y,N,1,2019-01-01,,415
415704,WANNON DIVERSION PIPELINE @ OUTLET,WANNON DIV. PIPELINE,419.512,AHD,0,54,636340.94799999997,5872154.7939999998,UTM,-37.287100000000002,142.53808000000001,WGS84,9,0,1,Y,N,1,1971-04-17,,415
415705,BYPASS CHANNEL @ LAKE LONSDALE,BYPASS CH L LONSDALE,0,,0,54,640993,5900137,UTM,-37.034267730000003,142.58526699999999,WGS84,9,0,1,Y,N,1,1967-12-06,,415
415707,WIMMERA INLET CHANNEL @ MCKENZIES DROP,WIMMERA INLET CHANNL,,,,54,624354.27899999998,5922512.8859999999,MGA94,-36.835099999999997,142.39456999999999,GDA94,9,150,9,N,N,1,1968-05-23,,415
415800,WEATHER STATION @ WARTOOK RESERVOIR,WEATHER ST.  WARTOOK,,,,54,627489,5893794,UTM,-37.093358729999999,142.43455539999999,GDA94,,0,,Y,N,1,2009-05-22,,415
415801,WEATHER STATION @ BELLFIELD RESERVOIR,WEATHER ST BELLFIELD,,,,54,637389.48600000003,5884771.699,UTM,-37.173257999999997,142.54757900000001,WGS84,,0,,Y,N,1,2011-01-01,,415
425017,DARLING RIVER @ WENTWORTH,DARLING @ WENTWORTH,0,,0,54,584281,6227127,UTM,-34.09313994,141.91362789999999,WGS84,9,40,9,Y,N,1,1992-05-06,,414
426200,MURRAY RIVER @ BELOW RUFUS RIVER. OPERATIONAL TABLES,MURRAY - RUFUS RIVER,16.931999999999999,AHD,0,54,522588.984,6230908.0460000001,,-34.062193000000001,141.24478500000001,WGS84,1,0,1,Y,N,1,1968-04-05,,414
426502,RUFUS RIVER @ LAKE VICTORIA OUTLET,RUFUS @ VICTORIA O/L,0,,0,54,525506,6232364,UTM,-34.048995169999998,141.27635230000001,WGS84,9,0,1,n,y,1,1899-12-30,,414
